"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-03-22","13.42",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","56",",,W","43",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-03-23","7.83",",,W",,,"0.26",",,W,2400","0.0",",,W","0.0",",,W","46","H,,S","58",",,W","39",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-03-24","10.96",",,W",,,"0.24",",,W,2400","0.0",",,W","0.0",",,W","49","H,,S","54",",,W","44",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-03-25","10.51",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","47","H,,S","52",",,W","43",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-03-26","3.80",",,W",,,"0.38",",,W,2400","0.0",",,W","0.0",",,W","46","H,,S","49",",,W","43",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-03-27","12.08",",,W",,,"0.17",",,W,2400","0.0",",,W","0.0",",,W","47","H,,S","53",",,W","44",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-03-28","11.18",",,W",,,"0.14",",,W,2400","0.0",",,W","0.0",",,W","47","H,,S","53",",,W","44",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-03-29","13.65",",,W",,,"0.51",",,W,2400","0.0",",,W","0.0",",,W","49","H,,S","55",",,W","45",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-03-30","6.49",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","47","H,,S","54",",,W","43",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-03-31","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","47","H,,S","56",",,W","37",",,W","12.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-01","7.61",",,W",,,"0.04",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","56",",,W","45",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-02","7.83",",,W",,,"0.04",",,W,2400","0.0",",,W","0.0",",,W","48","H,,S","55",",,W","41",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-03","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","46","H,,S","53",",,W","40",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-04","5.14",",,W",,,"0.12",",,W,2400","0.0",",,W","0.0",",,W","49","H,,S","61",",,W","43",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-05","6.71",",,W",,,"0.46",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","54",",,W","48",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-06","9.62",",,W",,,"0.26",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","60",",,W","47",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-07","16.11",",,W",,,"0.10",",,W,2400","0.0",",,W","0.0",",,W","53","H,,S","59",",,W","46",",,W","38.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-08","12.75",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","47","H,,S","52",",,W","41",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-09","6.49",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","46","H,,S","56",",,W","39",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-10","10.96",",,W",,,"0.38",",,W,2400","0.0",",,W","0.0",",,W","49","H,,S","53",",,W","41",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-11","10.51",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","46","H,,S","57",",,W","38",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-12","8.28",",,W",,,"0.85",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","59",",,W","45",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-13","10.51",",,W",,,"0.08",",,W,2400","0.0",",,W","0.0",",,W","49","H,,S","54",",,W","43",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-14","12.30",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","46","H,,S","52",",,W","42",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-15","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","47","H,,S","57",",,W","41",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-16","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","52","H,,S","66",",,W","42",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-17","8.72",",,W",,,"0.07",",,W,2400","0.0",",,W","0.0",",,W","57","H,,S","60",",,W","50",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-18","8.28",",,W",,,"0.48",",,W,2400","0.0",",,W","0.0",",,W","52","H,,S","60",",,W","48",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-19","7.16",",,W",,,"0.35",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","56",",,W","46",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-20","9.40",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","58",",,W","44",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-21","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","52","H,,S","66",",,W","43",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-22","9.62",",,W",,,"0.07",",,W,2400","0.0",",,W","0.0",",,W","60","H,,S","63",",,W","48",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-23","7.38",",,W",,,"0.49",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","53",",,W","45",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-24","8.28",",,W",,,"0.06",",,W,2400","0.0",",,W","0.0",",,W","48","H,,S","57",",,W","45",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-25","8.72",",,W",,,"0.05",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","56",",,W","47",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-26","14.76",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","51","H,,S","58",",,W","45",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-27","9.40",",,W",,,"0.04",",,W,2400","0.0",",,W","0.0",",,W","48","H,,S","56",",,W","44",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-28","5.37",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","49","H,,S","59",",,W","43",",,W","10.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-29","6.71",",,W",,,"0.14",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","57",",,W","42",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-04-30","8.28",",,W",,,"0.08",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","56",",,W","47",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-01","5.82",",,W",,,"0.03",",,W,2400","0.0",",,W","0.0",",,W","48","H,,S","50",",,W","45",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-02","4.25",",,W",,,"0.13",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","61",",,W","43",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-03","6.04",",,W",,,"0.11",",,W,2400","0.0",",,W","0.0",",,W","59","H,,S","74",",,W","55",",,W","10.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-04","6.26",",,W",,,"0.44",",,W,2400","0.0",",,W","0.0",",,W","62","H,,S","76",",,W","53",",,W","21.0",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-05","12.97",",,W",,,"0.25",",,W,2400","0.0",",,W","0.0",",,W","58","H,,S","59",",,W","46",",,W","25.1",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-06","6.71",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","60",",,W","43",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-07","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","62",",,W","45",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-08","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","54","H,,S","64",",,W","46",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-09","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","56","H,,S","70",",,W","47",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-10","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","58","H,,S","71",",,W","51",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-11","7.83",",,W",,,"0.47",",,W,2400","0.0",",,W","0.0",",,W","58","H,,S","60",",,W","46",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-12","6.04",",,W",,,"0.16",",,W,2400","0.0",",,W","0.0",",,W","48","H,,S","54",",,W","43",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-13","10.29",",,W",,,"0.03",",,W,2400","0.0",",,W","0.0",",,W","49","H,,S","57",",,W","45",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-14","10.51",",,W",,,"0.04",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","59",",,W","47",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-15","9.40",",,W",,,"0.33",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","52",",,W","46",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-16","10.07",",,W",,,"0.15",",,W,2400","0.0",",,W","0.0",",,W","47","H,,S","54",",,W","45",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-17","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","60",",,W","45",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-18","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","54","H,,S","64",",,W","48",",,W","10.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-19","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","59","H,,S","71",",,W","50",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-20","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","62","H,,S","72",",,W","53",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-21","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","76",",,W","52",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-22","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","83",",,W","56",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-23","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","70","H,,S","78",",,W","53",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-24","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","56","H,,S","63",",,W","46",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-25","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","57","H,,S","70",",,W","47",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-26","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","81",",,W","51",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-27","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","70","H,,S","86",",,W","55",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-28","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","86",",,W","56",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-29","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","74",",,W","52",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-30","6.93",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","58","H,,S","58",",,W","52",",,W","12.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-05-31","6.71",",,W",,,"0.11",",,W,2400","0.0",",,W","0.0",",,W","58","H,,S","72",",,W","52",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-06-01","9.40",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","61","H,,S","67",",,W","56",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-06-02","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","60","H,,S","73",",,W","53",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-06-03","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","61","H,,S","67",",,W","53",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-06-04","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","58","H,,S","67",",,W","52",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-06-05","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","60","H,,S","74",",,W","50",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-06-06","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","84",",,W","53",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-06-07","6.93",",,W",,,"0.03",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","79",",,W","56",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-06-08","9.84",",,W",,,"0.31",",,W,2400","0.0",",,W","0.0",",,W","61","H,,S","63",",,W","54",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-06-09","7.16",",,W",,,"0.05",",,W,2400","0.0",",,W","0.0",",,W","56","H,,S","63",",,W","50",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-06-10","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","55","H,,S","67",",,W","48",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-06-11","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","58","H,,S","70",",,W","52",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2017-06-12","9.40",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","59","H,,S","64",",,W","52",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
